客户ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13612,98,7,1202.95,1,1,1,挽留
13613,42,5,1180.74,2,1,1,挽留
13614,54,12,5266.4400000000005,1,3,3,保持
13615,14,9,980.1,3,2,1,发展
13616,49,12,5491.51,2,3,3,保持
13617,10,13,3379.61,4,3,2,发展
13618,68,9,1970.3400000000001,1,2,2,挽留
13619,64,14,35926.829999999994,1,4,4,保持
13620,10,7,1192.3000000000002,4,1,1,一般
13621,33,12,4346.67,2,3,3,保持
13622,19,12,35200.8,3,3,4,高价值
13623,181,8,2650.54,1,1,2,挽留
13624,73,14,9990.41,1,4,3,保持
13625,50,11,1995.5900000000001,1,2,2,挽留
13626,68,7,13249.43,1,1,3,一般
13627,48,13,19315.98,2,3,4,保持
13628,64,8,1533.04,1,1,1,挽留
13629,64,10,50128.96,1,2,4,一般
13630,15,9,690.45,3,2,1,发展
13631,43,6,449.2,2,1,1,挽留
13632,11,11,2451.14,3,2,2,发展
13633,71,9,3336.81,1,2,2,挽留
13634,32,6,1410.6,2,1,1,挽留
13635,3,7,52566.36,4,1,4,一般
13636,48,10,1504.7,2,2,1,挽留
13637,13,13,39322.41,3,3,4,高价值
13638,5,9,9175.51,4,2,3,发展
13639,42,16,66383.09999999999,2,4,4,保持
13640,22,12,5477.55,3,3,3,高价值
13641,80,10,2475.91,1,2,2,挽留
13642,8,17,10304.08,4,4,3,高价值
13643,2,7,453.45,4,1,1,一般
13644,87,7,2186.88,1,1,2,挽留
13645,18,12,1515.5,3,3,1,发展
13646,4,15,3728.6,4,4,3,高价值
13647,16,10,10827.99,3,2,3,发展
13648,30,15,21176.72,2,4,4,保持
13649,71,11,1317.25,1,2,1,挽留
13650,21,12,16136.86,3,3,4,高价值
13651,133,7,923.8,1,1,1,挽留
13652,19,6,18223.2,3,1,4,一般
13653,113,6,453.15,1,1,1,挽留
13654,58,13,6086.89,1,3,3,保持
13655,12,11,2040.8899999999999,3,2,2,发展
13656,5,13,1930.6499999999999,4,3,2,发展
13657,16,9,1576.1,3,2,1,发展
13658,17,12,5156.07,3,3,3,高价值
13659,22,11,2734.95,3,2,2,发展
13660,12,14,2344.02,3,4,2,发展
13661,26,10,2314.5,2,2,2,挽留
13662,29,10,1230.04,2,2,1,挽留
13663,70,9,1782.3600000000001,1,2,2,挽留
13664,51,9,2051.85,1,2,2,挽留
13665,44,10,16675.78,2,2,4,一般
13666,24,19,77507.1,3,4,4,高价值
13667,2,15,17432.86,4,4,4,高价值
13668,12,12,2535.08,3,3,2,发展
13669,7,7,1457.0,4,1,1,一般
13670,125,7,4240.7,1,1,3,一般
13671,25,9,38587.6,2,2,4,一般
13672,72,11,829.2299999999999,1,2,1,挽留
13673,47,11,39834.59,2,2,4,一般
13674,6,9,4523.55,4,2,3,发展
13675,5,17,76217.09999999999,4,4,4,高价值
13676,17,7,52621.3,3,1,4,一般
13677,2,11,2779.12,4,2,2,发展
13678,34,13,70690.76,2,3,4,保持
13679,82,7,13270.31,1,1,3,一般
13680,54,5,1351.5,1,1,1,挽留
13681,24,7,949.04,3,1,1,一般
13682,51,12,1528.45,1,3,1,一般
13683,27,12,75213.54999999999,2,3,4,保持
13684,12,14,2193.36,3,4,2,发展
13685,57,9,2324.94,1,2,2,挽留
13686,7,15,2167.4900000000002,4,4,2,发展
13687,18,12,2996.16,3,3,2,发展
13688,49,9,873.5600000000001,2,2,1,挽留
13689,4,12,4828.65,4,3,3,高价值
13690,22,12,104203.55,3,3,4,高价值
13691,22,11,840.5,3,2,1,发展
13692,32,6,2218.45,2,1,2,挽留
13693,6,11,2092.35,4,2,2,发展
13694,2,12,38439.86,4,3,4,高价值
13695,28,10,965.25,2,2,1,挽留
13696,93,7,30188.7,1,1,4,一般
13697,27,9,2202.54,2,2,2,挽留
13698,13,18,6622.92,3,4,3,高价值
13699,61,7,1272.35,1,1,1,挽留
13700,33,12,53901.0,2,3,4,保持
13701,56,11,1970.38,1,2,2,挽留
13702,10,7,575.9000000000001,4,1,1,一般
13703,87,12,842.4399999999999,1,3,1,一般
13704,15,8,3687.55,3,1,3,一般
13705,35,9,513.6700000000001,2,2,1,挽留
13706,76,13,1807.6499999999999,1,3,2,一般
13707,35,10,19324.99,2,2,4,一般
13708,34,13,15845.390000000001,2,3,4,保持
13709,33,10,2344.12,2,2,2,挽留
13710,5,9,943.04,4,2,1,发展
13711,37,9,2892.17,2,2,2,挽留
13712,27,11,1920.2,2,2,2,挽留
13713,13,12,9615.8,3,3,3,高价值
13714,2,10,8882.59,4,2,3,发展
13715,40,6,13720.24,2,1,3,一般
13716,24,13,3292.4100000000003,3,3,2,发展
13717,8,8,3402.86,4,1,2,一般
13718,288,1,3125.0,1,1,2,挽留
13719,29,11,1118.98,2,2,1,挽留
13720,4,11,5136.7,4,2,3,发展
13721,71,8,2409.45,1,1,2,挽留
13722,20,14,7978.1,3,4,3,高价值
13723,4,12,3205.56,4,3,2,发展
13724,33,12,12079.97,2,3,3,保持
13725,18,8,1344.5,3,1,1,一般
13726,26,11,4287.95,2,2,3,一般
13727,73,8,724.58,1,1,1,挽留
13728,22,15,1908.23,3,4,2,发展
13729,2,11,63839.44,4,2,4,发展
13730,12,14,1629.1,3,4,1,发展
13731,27,13,1121.81,2,3,1,一般
13732,14,7,1797.63,3,1,2,一般
13733,61,10,2247.41,1,2,2,挽留
13734,12,22,5999.66,3,4,3,高价值
13735,25,9,50362.93,2,2,4,一般
13736,7,8,85208.4,4,1,4,一般
13737,86,7,4367.15,1,1,3,一般
13738,25,11,2099.91,2,2,2,挽留
13739,15,13,125742.90000000001,3,3,4,高价值
13740,6,8,2778.9500000000003,4,1,2,一般
13741,20,8,876.5,3,1,1,一般
13742,19,8,885.48,3,1,1,一般
13743,19,10,4860.28,3,2,3,发展
13744,89,10,1561.24,1,2,1,挽留
13745,28,8,1415.5900000000001,2,1,1,挽留
13746,10,10,2673.27,4,2,2,发展
13747,11,14,6188.79,3,4,3,高价值
13748,15,7,15133.619999999999,3,1,4,一般
13749,29,5,10253.949999999999,2,1,3,一般
13750,31,7,1699.3000000000002,2,1,2,挽留
13751,165,7,465.1,1,1,1,挽留
13752,4,12,98783.55,4,3,4,高价值
13753,9,16,1721.05,4,4,2,发展
13754,1,12,4666.25,4,3,3,高价值
13755,30,11,1460.61,2,2,1,挽留
13756,35,9,10528.730000000001,2,2,3,一般
13757,17,12,3182.0,3,3,2,发展
13758,7,11,1812.5700000000002,4,2,2,发展
13759,45,11,2316.15,2,2,2,挽留
13760,45,13,2172.35,2,3,2,一般
13761,91,5,1111.5,1,1,1,挽留
13762,21,11,33390.3,3,2,4,发展
13763,89,6,1582.51,1,1,1,挽留
13764,63,8,2542.23,1,1,2,挽留
13765,91,10,50581.659999999996,1,2,4,一般
13766,61,15,4076.1,1,4,3,保持
13767,11,7,20866.65,3,1,4,一般
13768,4,10,10629.5,4,2,3,发展
13769,37,10,3215.7,2,2,2,挽留
13770,11,11,17986.86,3,2,4,发展
13771,32,11,15595.77,2,2,4,一般
13772,41,14,21204.7,2,4,4,保持
13773,38,9,363.9,2,2,1,挽留
13774,1,12,1432.1000000000001,4,3,1,发展
13775,31,10,39357.62,2,2,4,一般
13776,10,11,31329.55,4,2,4,发展
13777,43,12,4146.81,2,3,3,保持
13778,18,15,7640.07,3,4,3,高价值
13779,55,9,2158.6,1,2,2,挽留
13780,8,13,1702.85,4,3,2,发展
13781,30,10,11008.71,2,2,3,一般
13782,122,12,50415.41,1,3,4,保持
13783,50,12,3668.54,1,3,3,保持
13784,32,12,19955.6,2,3,4,保持
13785,62,14,1556.27,1,4,1,一般
13786,22,8,9910.05,3,1,3,一般
13787,38,11,13349.39,2,2,3,一般
13788,3,12,31231.01,4,3,4,高价值
13789,24,13,41876.26,3,3,4,高价值
13790,7,10,9660.31,4,2,3,发展
13791,7,13,5957.860000000001,4,3,3,高价值
13792,87,12,39688.76,1,3,4,保持
13793,9,8,1897.68,4,1,2,一般
13794,132,11,2322.9,1,2,2,挽留
13795,22,15,3117.78,3,4,2,发展
13796,29,9,5551.62,2,2,3,一般
13797,19,7,7554.75,3,1,3,一般
13798,35,5,2003.51,2,1,2,挽留
13799,2,12,51339.29,4,3,4,高价值
13800,12,13,3278.27,3,3,2,发展
13801,61,12,2937.1,1,3,2,一般
13802,10,11,1437.18,4,2,1,发展
13803,17,8,4702.05,3,1,3,一般
13804,10,8,2753.06,4,1,2,一般
13805,42,10,3763.0699999999997,2,2,3,一般
13806,40,18,12253.35,2,4,3,保持
13807,74,10,25978.070000000003,1,2,4,一般
13808,59,14,14299.98,1,4,3,保持
13809,82,4,12428.0,1,1,3,一般
13810,10,11,9094.51,4,2,3,发展
13811,50,7,419.84,1,1,1,挽留
13812,7,12,3502.0899999999997,4,3,3,高价值
13813,113,8,1652.55,1,1,1,挽留
13814,53,10,8668.2,1,2,3,一般
13815,42,13,4175.23,2,3,3,保持
13816,6,12,16152.650000000001,4,3,4,高价值
13817,5,14,2634.89,4,4,2,发展
13818,73,15,2084.39,1,4,2,一般
13819,25,14,2780.04,2,4,2,一般
13820,50,7,2144.27,1,1,2,挽留
13821,40,12,2207.89,2,3,2,一般
13822,7,9,1007.52,4,2,1,发展
13823,35,8,21477.75,2,1,4,一般
13824,48,11,1118.62,2,2,1,挽留
13825,16,12,39505.14,3,3,4,高价值
13826,61,7,3899.13,1,1,3,一般
13827,3,12,2684.7200000000003,4,3,2,发展
13828,17,9,1245.11,3,2,1,发展
13829,8,6,60041.549999999996,4,1,4,一般
13830,41,11,1867.51,2,2,2,挽留
13831,14,8,1961.07,3,1,2,一般
13832,2,10,50549.34,4,2,4,发展
13833,19,7,29867.0,3,1,4,一般
13834,44,7,2145.8,2,1,2,挽留
13835,37,7,1049.19,2,1,1,挽留
13836,50,12,2903.25,1,3,2,一般
13837,9,12,34814.67,4,3,4,高价值
13838,29,9,6164.89,2,2,3,一般
13839,40,9,18649.219999999998,2,2,4,一般
13840,69,14,2303.99,1,4,2,一般
13841,16,12,2694.2599999999998,3,3,2,发展
13842,25,10,1305.6100000000001,2,2,1,挽留
13843,33,10,398.72,2,2,1,挽留
13844,40,10,3294.93,2,2,2,挽留
13845,86,6,862.8,1,1,1,挽留
13846,33,7,1299.55,2,1,1,挽留
13847,2,13,16960.36,4,3,4,高价值
13848,21,9,52493.75,3,2,4,发展
13849,2,8,917.72,4,1,1,一般
13850,58,15,81863.7,1,4,4,保持
13851,17,21,3802.05,3,4,3,高价值
13852,4,14,1980.8,4,4,2,发展
13853,110,9,39846.049999999996,1,2,4,一般
13854,20,11,11802.85,3,2,3,发展
13855,53,8,2147.97,1,1,2,挽留
13856,142,6,1014.25,1,1,1,挽留
13857,17,10,1312.46,3,2,1,发展
13858,13,15,3181.58,3,4,2,发展
13859,30,9,1635.8600000000001,2,2,1,挽留
13860,10,18,2864.5,4,4,2,发展
13861,4,13,16324.41,4,3,4,高价值
13862,78,8,1874.49,1,1,2,挽留
13863,2,14,2787.6400000000003,4,4,2,发展
13864,17,14,13267.03,3,4,3,高价值
13865,4,13,98047.72,4,3,4,高价值
13866,50,7,1096.96,1,1,1,挽留
13867,76,11,1507.6200000000001,1,2,1,挽留
13868,13,13,1280.45,3,3,1,发展
13869,14,15,2208.21,3,4,2,发展
13870,5,11,1471.52,4,2,1,发展
13871,54,8,392.24,1,1,1,挽留
13872,56,12,20261.489999999998,1,3,4,保持
13873,14,13,14825.06,3,3,4,高价值
13874,13,13,770.22,3,3,1,发展
13875,84,10,1491.21,1,2,1,挽留
13876,18,9,2384.06,3,2,2,发展
13877,54,7,5176.3099999999995,1,1,3,一般
13878,11,11,3361.63,3,2,2,发展
13879,3,10,11005.16,4,2,3,发展
13880,3,10,4003.33,4,2,3,发展
13881,27,12,22084.1,2,3,4,保持
13882,89,12,2838.35,1,3,2,一般
13883,15,12,50483.23,3,3,4,高价值
13884,6,14,1835.49,4,4,2,发展
13885,37,9,755.46,2,2,1,挽留
13886,54,19,42524.06,1,4,4,保持
13887,36,10,1245.24,2,2,1,挽留
13888,23,10,1650.4499999999998,3,2,1,发展
13889,13,10,39025.81,3,2,4,发展
13890,8,11,25410.010000000002,4,2,4,发展
13891,54,12,4882.56,1,3,3,保持
13892,67,13,2746.04,1,3,2,一般
13893,14,9,39712.63,3,2,4,发展
13894,29,9,1794.83,2,2,2,挽留
13895,5,14,4950.74,4,4,3,高价值
13896,3,14,4927.47,4,4,3,高价值
13897,4,14,22815.86,4,4,4,高价值
13898,17,11,1024.69,3,2,1,发展
13899,2,14,13575.17,4,4,3,高价值
13900,24,11,1366.8,3,2,1,发展
13901,9,11,21022.48,4,2,4,发展
13902,15,10,4112.12,3,2,3,发展
13903,25,21,4974.8,2,4,3,保持
13904,6,15,28595.100000000002,4,4,4,高价值
13905,87,12,11582.51,1,3,3,保持
13906,78,5,1002.3499999999999,1,1,1,挽留
13907,1,10,59769.869999999995,4,2,4,发展
13908,27,9,1341.04,2,2,1,挽留
13909,44,17,62143.56,2,4,4,保持
13910,6,13,40540.46,4,3,4,高价值
13911,20,7,904.0799999999999,3,1,1,一般
13912,28,10,72121.7,2,2,4,一般
13913,32,13,1912.79,2,3,2,一般
13914,9,11,4068.29,4,2,3,发展
13915,11,6,5263.59,3,1,3,一般
13916,52,12,3708.2599999999998,1,3,3,保持
13917,78,12,40192.25,1,3,4,保持
13918,17,16,11999.410000000002,3,4,3,高价值
13919,24,7,4621.56,3,1,3,一般
13920,9,19,4070.31,4,4,3,高价值
13921,18,12,7905.200000000001,3,3,3,高价值
13922,33,8,3177.19,2,1,2,挽留
13923,5,10,2143.7,4,2,2,发展
13924,27,12,20446.89,2,3,4,保持
13925,9,12,2004.35,4,3,2,发展
13926,27,12,1190.94,2,3,1,一般
13927,66,12,3888.24,1,3,3,保持
13928,14,13,3196.46,3,3,2,发展
13929,28,8,5956.8,2,1,3,一般
13930,33,8,13099.16,2,1,3,一般
13931,141,9,3244.61,1,2,2,挽留
13932,3,9,909.13,4,2,1,发展
13933,6,8,10804.6,4,1,3,一般
13934,31,15,1989.3899999999999,2,4,2,一般
13935,29,12,15800.220000000001,2,3,4,保持
13936,34,10,14480.56,2,2,4,一般
13937,12,8,1220.05,3,1,1,一般
13938,42,16,2358.2,2,4,2,一般
13939,24,3,610.1999999999999,3,1,1,一般
13940,8,12,30895.17,4,3,4,高价值
13941,57,15,4773.21,1,4,3,保持
13942,93,7,1418.76,1,1,1,挽留
13943,74,12,16319.710000000001,1,3,4,保持
13944,2,13,4168.08,4,3,3,高价值
13945,37,7,1239.22,2,1,1,挽留
13946,7,8,50463.7,4,1,4,一般
13947,47,11,11287.67,2,2,3,一般
13948,37,11,6613.66,2,2,3,一般
13949,13,10,1782.16,3,2,2,发展
13950,46,8,31150.35,2,1,4,一般
13951,1,8,2654.48,4,1,2,一般
13952,38,10,14255.54,2,2,3,一般
13953,2,9,817.75,4,2,1,发展
13954,2,10,1057.42,4,2,1,发展
13955,24,6,38263.3,3,1,4,一般
13956,44,9,2028.01,2,2,2,挽留
13957,3,17,2920.92,4,4,2,发展
13958,93,8,1082.1599999999999,1,1,1,挽留
13959,29,13,13365.21,2,3,3,保持
13960,35,11,5153.19,2,2,3,一般
13961,26,10,1261.21,2,2,1,挽留
13962,112,20,5663.86,1,4,3,保持
13963,82,2,89.1,1,1,1,挽留
13964,124,7,1993.55,1,1,2,挽留
13965,27,16,33843.4,2,4,4,保持
13966,91,8,1751.9,1,1,2,挽留
13967,32,14,1482.6000000000001,2,4,1,一般
13968,43,8,1671.52,2,1,2,挽留
13969,22,8,21520.059999999998,3,1,4,一般
13970,10,9,31130.61,4,2,4,发展
13971,27,13,10845.5,2,3,3,保持
13972,28,5,15415.550000000001,2,1,4,一般
13973,33,5,867.4,2,1,1,挽留
13974,159,8,2330.55,1,1,2,挽留
13975,38,8,2034.73,2,1,2,挽留
13976,31,17,50419.86,2,4,4,保持
13977,16,13,2441.6,3,3,2,发展
13978,95,9,1145.06,1,2,1,挽留
13979,7,13,3372.65,4,3,2,发展
13980,21,13,10702.550000000001,3,3,3,高价值
13981,36,8,10168.94,2,1,3,一般
13982,67,8,5377.97,1,1,3,一般
13983,3,17,2969.74,4,4,2,发展
13984,4,8,15526.25,4,1,4,一般
13985,4,13,4851.99,4,3,3,高价值
13986,9,11,39965.03,4,2,4,发展
13987,63,10,5395.05,1,2,3,一般
13988,15,12,13675.38,3,3,3,高价值
13989,60,11,6879.1,1,2,3,一般
13990,118,11,2345.33,1,2,2,挽留
13991,123,5,602.1999999999999,1,1,1,挽留
13992,19,16,17650.41,3,4,4,高价值
13993,50,16,30963.12,1,4,4,保持
13994,13,12,5147.990000000001,3,3,3,高价值
13995,30,10,1640.94,2,2,1,挽留
13996,8,11,10611.68,4,2,3,发展
13997,14,15,6291.13,3,4,3,高价值
13998,32,8,3610.71,2,1,3,一般
13999,60,12,1475.77,1,3,1,一般
14000,4,10,76015.51,4,2,4,发展
14001,19,11,3339.46,3,2,2,发展
14002,200,9,2816.86,1,2,2,挽留
14003,57,13,15940.95,1,3,4,保持
14004,5,16,1669.5900000000001,4,4,2,发展
14005,17,11,3825.74,3,2,3,发展
14006,55,9,1115.95,1,2,1,挽留
14007,3,11,89739.87,4,2,4,发展
14008,49,10,2061.15,2,2,2,挽留
14009,76,13,5186.63,1,3,3,保持
14010,31,16,41546.01,2,4,4,保持
14011,59,6,438.90999999999997,1,1,1,挽留
14012,38,5,1418.65,2,1,1,挽留
14013,38,13,4214.849999999999,2,3,3,保持
14014,6,12,2576.7799999999997,4,3,2,发展
14015,20,9,1460.02,3,2,1,发展
14016,94,7,647.6,1,1,1,挽留
14017,16,13,2888.1800000000003,3,3,2,发展
14018,59,15,29983.399999999998,1,4,4,保持
14019,65,8,6443.54,1,1,3,一般
14020,12,12,1850.3,3,3,2,发展
14021,5,7,1661.6599999999999,4,1,1,一般
14022,127,5,281.55,1,1,1,挽留
14023,16,9,791.26,3,2,1,发展
14024,3,6,1888.24,4,1,2,一般
14025,5,11,36852.72,4,2,4,发展
14026,20,8,60524.2,3,1,4,一般
14027,5,14,9636.02,4,4,3,高价值
14028,3,13,4450.67,4,3,3,高价值
14029,1,10,1899.3500000000001,4,2,2,发展
14030,69,10,1348.8500000000001,1,2,1,挽留
14031,45,7,1392.94,2,1,1,挽留
14032,39,8,1278.8999999999999,2,1,1,挽留
14033,24,8,1351.23,3,1,1,一般
14034,10,17,2926.11,4,4,2,发展
14035,59,10,18167.06,1,2,4,一般
14036,71,10,1412.75,1,2,1,挽留
14037,80,7,2243.44,1,1,2,挽留
14038,38,16,63623.99,2,4,4,保持
14039,23,5,32500.55,3,1,4,一般
14040,50,18,7123.04,1,4,3,保持
14041,18,11,1673.85,3,2,2,发展
14042,13,13,34397.369999999995,3,3,4,高价值
14043,125,6,803.45,1,1,1,挽留
14044,77,4,1124.21,1,1,1,挽留
14045,32,10,1101.92,2,2,1,挽留
14046,52,9,3149.5,1,2,2,挽留
14047,25,13,40801.19,2,3,4,保持
14048,49,13,3555.02,2,3,3,保持
14049,88,9,50393.48,1,2,4,一般
14050,54,19,8051.34,1,4,3,保持
14051,39,3,212.5,2,1,1,挽留
14052,19,13,1437.15,3,3,1,发展
14053,9,10,1346.1,4,2,1,发展
14054,62,11,2366.52,1,2,2,挽留
14055,51,6,28299.440000000002,1,1,4,一般
14056,93,12,6731.61,1,3,3,保持
14057,33,8,3099.81,2,1,2,挽留
14058,102,7,17565.6,1,1,4,一般
14059,30,4,59871.6,2,1,4,一般
14060,13,21,2416.7,3,4,2,发展
14061,24,11,1402.5700000000002,3,2,1,发展
14062,61,11,18416.68,1,2,4,一般
14063,44,7,517.3199999999999,2,1,1,挽留
14064,13,17,14896.5,3,4,4,高价值
14065,15,10,5197.51,3,2,3,发展
14066,17,15,37086.09,3,4,4,高价值
14067,22,12,1966.13,3,3,2,发展
14068,10,16,8072.099999999999,4,4,3,高价值
14069,29,10,1812.31,2,2,2,挽留
14070,3,11,5653.54,4,2,3,发展
14071,28,13,2202.35,2,3,2,一般
14072,13,10,3477.05,3,2,2,发展
14073,7,13,17105.47,4,3,4,高价值
14074,6,7,998.54,4,1,1,一般
14075,95,11,1028.06,1,2,1,挽留
14076,5,15,12008.14,4,4,3,高价值
14077,52,10,1648.71,1,2,1,挽留
14078,76,5,590.27,1,1,1,挽留
14079,31,12,13390.109999999999,2,3,3,保持
14080,1,13,3380.84,4,3,2,发展
14081,1,6,1416.6,4,1,1,一般
14082,16,15,15757.81,3,4,4,高价值
14083,164,11,1899.4,1,2,2,挽留
14084,28,5,115.75,2,1,1,挽留
14085,10,7,1587.3600000000001,4,1,1,一般
14086,112,10,16630.05,1,2,4,一般
14087,65,9,4042.39,1,2,3,一般
14088,14,16,2542.93,3,4,2,发展
14089,16,13,14710.79,3,3,4,高价值
14090,45,15,16924.95,2,4,4,保持
14091,42,7,1317.1399999999999,2,1,1,挽留
14092,12,12,82861.58,3,3,4,高价值
14093,9,12,912.54,4,3,1,发展
14094,9,11,2334.4,4,2,2,发展
14095,4,11,1890.6,4,2,2,发展
14096,14,9,1331.28,3,2,1,发展
14097,60,8,19759.95,1,1,4,一般
14098,2,17,48267.38,4,4,4,高价值
14099,1,12,3733.5299999999997,4,3,3,高价值
14100,68,11,50563.799999999996,1,2,4,一般
14101,10,13,987.73,4,3,1,发展
14102,19,12,15479.18,3,3,4,高价值
14103,30,13,11516.83,2,3,3,保持
14104,12,6,657.86,3,1,1,一般
14105,60,10,16888.5,1,2,4,一般
14106,7,10,2101.1000000000004,4,2,2,发展
14107,9,7,5687.95,4,1,3,一般
14108,61,16,7281.64,1,4,3,保持
14109,32,16,71151.11,2,4,4,保持
14110,4,5,18492.82,4,1,4,一般
14111,79,10,3811.08,1,2,3,一般
14112,38,9,978.6400000000001,2,2,1,挽留
14113,21,14,1536.54,3,4,1,发展
14114,11,9,981.74,3,2,1,发展
14115,40,10,1985.53,2,2,2,挽留
14116,6,8,51303.75,4,1,4,一般
14117,53,6,950.9,1,1,1,挽留
14118,18,15,9003.7,3,4,3,高价值
14119,21,9,1321.1100000000001,3,2,1,发展
14120,20,12,1004.29,3,3,1,发展
14121,19,10,31779.68,3,2,4,发展
14122,7,10,4632.3,4,2,3,发展
14123,29,13,36033.73,2,3,4,保持
14124,99,11,9506.39,1,2,3,一般
14125,90,12,1795.3899999999999,1,3,2,一般
14126,121,11,5368.39,1,2,3,一般
14127,14,9,1475.48,3,2,1,发展
14128,33,13,3060.61,2,3,2,一般
14129,83,14,17462.350000000002,1,4,4,保持
14130,50,10,1333.15,1,2,1,挽留
14131,23,11,1770.44,3,2,2,发展
14132,23,16,5699.55,3,4,3,高价值
14133,1,8,550.19,4,1,1,一般
14134,18,9,701.98,3,2,1,发展
14135,19,5,1573.94,3,1,1,一般
14136,12,12,43079.88,3,3,4,高价值
14137,48,11,14091.97,2,2,3,一般
14138,181,4,1040.1599999999999,1,1,1,挽留
14139,26,15,2197.85,2,4,2,一般
14140,36,8,880.71,2,1,1,挽留
14141,2,13,39204.51,4,3,4,高价值
14142,39,10,5708.85,2,2,3,一般
14143,93,7,1368.3899999999999,1,1,1,挽留
14144,17,13,1926.3,3,3,2,发展
14145,4,10,2828.3,4,2,2,发展
14146,26,9,1544.05,2,2,1,挽留
14147,3,12,16387.06,4,3,4,高价值
14148,24,16,4660.28,3,4,3,高价值
14149,51,10,2881.65,1,2,2,挽留
14150,45,10,72428.28,2,2,4,一般
14151,90,11,62864.77,1,2,4,一般
14152,99,15,2672.88,1,4,2,一般
14153,2,9,45865.42,4,2,4,发展
14154,20,13,31004.46,3,3,4,高价值
14155,19,10,2164.05,3,2,2,发展
14156,21,12,25773.05,3,3,4,高价值
14157,3,7,1655.02,4,1,1,一般
14158,11,12,52339.399999999994,3,3,4,高价值
14159,27,10,3305.8,2,2,2,挽留
14160,9,13,5837.05,4,3,3,高价值
14161,3,12,18922.72,4,3,4,高价值
14162,1,6,510.40000000000003,4,1,1,一般
14163,5,16,10891.210000000001,4,4,3,高价值
14164,3,10,3466.13,4,2,2,发展
14165,35,11,1671.63,2,2,2,挽留
14166,50,9,27439.19,1,2,4,一般
14167,40,7,1560.35,2,1,1,挽留
14168,27,7,1585.99,2,1,1,挽留
14169,33,12,15003.44,2,3,4,保持
14170,1,13,4278.0199999999995,4,3,3,高价值
14171,47,10,847.1,2,2,1,挽留
14172,12,11,4647.110000000001,3,2,3,发展
14173,15,17,24898.899999999998,3,4,4,高价值
14174,3,14,2281.67,4,4,2,发展
14175,26,8,8449.19,2,1,3,一般
14176,51,6,2237.36,1,1,2,挽留
14177,61,6,2131.19,1,1,2,挽留
14178,7,10,2041.72,4,2,2,发展
14179,37,7,2876.1,2,1,2,挽留
14180,20,11,3646.72,3,2,3,发展
14181,28,5,1449.21,2,1,1,挽留
14182,31,6,359.34000000000003,2,1,1,挽留
14183,10,10,21162.35,4,2,4,发展
14184,1,17,6634.14,4,4,3,高价值
14185,8,9,911.05,4,2,1,发展
14186,14,11,11941.039999999999,3,2,3,发展
14187,21,21,25799.52,3,4,4,高价值
14188,134,7,3012.12,1,1,2,挽留
14189,54,13,1938.61,1,3,2,一般
14190,23,8,5572.95,3,1,3,一般
14191,15,11,5675.96,3,2,3,发展
14192,41,10,21495.95,2,2,4,一般
14193,93,12,46563.200000000004,1,3,4,保持
14194,6,12,2436.46,4,3,2,发展
14195,7,8,2263.51,4,1,2,一般
14196,2,10,1718.24,4,2,2,发展
14197,43,12,6343.76,2,3,3,保持
14198,16,11,852.28,3,2,1,发展
14199,9,11,4166.21,4,2,3,发展
14200,5,9,847.14,4,2,1,发展
14201,6,10,1353.66,4,2,1,发展
14202,6,20,34510.61,4,4,4,高价值
14203,50,8,16806.35,1,1,4,一般
14204,9,6,1519.95,4,1,1,一般
14205,22,8,1274.77,3,1,1,一般
14206,28,9,10939.71,2,2,3,一般
14207,114,7,3180.7000000000003,1,1,2,挽留
14208,44,6,8063.7,2,1,3,一般
14209,2,15,9357.869999999999,4,4,3,高价值
14210,69,12,31744.030000000002,1,3,4,保持
14211,7,12,2352.25,4,3,2,发展
14212,74,9,1213.04,1,2,1,挽留
14213,25,9,17831.4,2,2,4,一般
14214,1,13,6051.1,4,3,3,高价值
14215,41,11,1380.2,2,2,1,挽留
14216,2,9,28904.15,4,2,4,发展
14217,1,18,10292.0,4,4,3,高价值
14218,14,16,16351.27,3,4,4,高价值
14219,46,12,4399.04,2,3,3,保持
14220,72,9,6999.9,1,2,3,一般
14221,39,11,20173.75,2,2,4,一般
14222,46,14,1981.5,2,4,2,一般
14223,49,6,2337.92,2,1,2,挽留
14224,37,11,2655.51,2,2,2,挽留
14225,23,11,2497.37,3,2,2,发展
14226,81,5,30274.95,1,1,4,一般
14227,70,5,846.64,1,1,1,挽留
14228,171,12,6170.74,1,3,3,保持
14229,11,9,710.51,3,2,1,发展
14230,32,4,159.94,2,1,1,挽留
14231,32,10,23689.559999999998,2,2,4,一般
14232,9,13,2611.76,4,3,2,发展
14233,80,12,2910.2599999999998,1,3,2,一般
14234,9,8,3123.42,4,1,2,一般
14235,58,12,4719.12,1,3,3,保持
14236,31,13,4494.04,2,3,3,保持
14237,91,7,1785.05,1,1,2,挽留
14238,40,11,10517.8,2,2,3,一般
14239,10,6,1367.6,4,1,1,一般
14240,5,9,1936.5,4,2,2,发展
14241,5,14,2273.07,4,4,2,发展
14242,44,9,2784.91,2,2,2,挽留
14243,52,10,38669.0,1,2,4,一般
14244,23,14,2205.35,3,4,2,发展
14245,2,10,1113.21,4,2,1,发展
14246,24,11,11531.05,3,2,3,发展
14247,5,11,1378.39,4,2,1,发展
14248,40,11,2015.71,2,2,2,挽留
14249,25,16,4257.71,2,4,3,保持
